note,auteur,avis,assureur,produit,type,date_publication,date_exp,avis_en,avis_cor,avis_cor_en,source_file,avis_clean,avis_clean_fr,avis_light,avis_cor_clean,avis_en_clean,avis_cor_en_clean
4,freddy-r-125517,"Bonjour,
Je suis satisfait du service proposé,du tarif et de la simplicité pour la souscription du contrat auto de ma nouvelle acquisition
Cordialement
Mr Renault freddy ",Direct Assurance,auto,train,2021-07-29,2021-07-01,"Hello,
I am satisfied with the proposed service, the price and the simplicity for the subscription of the car contract of my new acquisition
Cordially
Mr Renault Freddy","bonjour Je suis satisfait du service proposé,du tarif et de la simplicité pour la souscription du contrat auto de ma nouvelle acquisition Cordialement me renaît freddy","hello I am satisfied with the service offered, the price and the simplicity of subscribing to the auto contract for my new acquisition. Kind regards, reborn freddy",avis_20_traduit.xlsx,bonjour je suis satisfait du service proposé du tarif et de la simplicité pour la souscription du contrat auto de ma nouvelle acquisition cordialement mr renault freddy,bonjour je suis satisfait du service proposé du tarif et de la simplicité pour la souscription du contrat auto de ma nouvelle acquisition cordialement mr renault freddy,"Bonjour, Je suis satisfait du service proposé,du tarif et de la simplicité pour la souscription du contrat auto de ma nouvelle acquisition Cordialement Mr Renault freddy",bonjour je suis satisfait du service proposé du tarif et de la simplicité pour la souscription du contrat auto de ma nouvelle acquisition cordialement me renaît freddy,hello i am satisfied with the proposed service the price and the simplicity for the subscription of the car contract of my new acquisition cordially mr renault freddy,hello i am satisfied with the service offered the price and the simplicity of subscribing to the auto contract for my new acquisition kind regards reborn freddy
4,anne-m-108010,"Je suis satisfaite de mon assurance chez Direct Assurance.
Les prix sont intéressants. 
J'apprécie la réactivité et la sympathie des agents de cette assurance.",Direct Assurance,auto,train,2021-03-25,2021-03-01,"I am satisfied with my insurance at Direct Insurance.
The prices are attractive.
I appreciate the responsiveness and sympathy of the agents of this insurance.",Je suis satisfaite de mon assurance chez Direct assurance Les prix sont intéressants apprécie la réactivité et la sympathie des agents de cette assurance,I am satisfied with my insurance with Direct insurance The prices are attractive I appreciate the responsiveness and sympathy of the agents of this insurance,avis_17_traduit.xlsx,je suis satisfaite de mon assurance chez direct assurance les prix sont intéressants j apprécie la réactivité et la sympathie des agents de cette assurance,je suis satisfaite de mon assurance chez direct assurance les prix sont intéressants j apprécie la réactivité et la sympathie des agents de cette assurance,Je suis satisfaite de mon assurance chez Direct Assurance. Les prix sont intéressants. J'apprécie la réactivité et la sympathie des agents de cette assurance.,je suis satisfaite de mon assurance chez direct assurance les prix sont intéressants apprécie la réactivité et la sympathie des agents de cette assurance,i am satisfied with my insurance at direct insurance the prices are attractive i appreciate the responsiveness and sympathy of the agents of this insurance,i am satisfied with my insurance with direct insurance the prices are attractive i appreciate the responsiveness and sympathy of the agents of this insurance
4,florian-m-134214,"Très satisfait des services de ZEN'UP !
Les prix sont compétitifs, les conseillers sont clairs. Le site est ergonomique, et l'adhésion se fait rapidement et sans difficultés. ",Zen'Up,credit,train,2021-09-23,2021-09-01,"Very satisfied with the services of Zen'up!
The prices are competitive, the advisers are clear. The site is ergonomic, and membership is done quickly and without difficulties.",Très satisfait des services de ZEN'UP ! Les prix sont compétitifs les conseillers sont clairs Le site est ergonomiques et adhésion se fait rapidement et sans difficultés,"Very satisfied with ZEN'UP services! The prices are competitive, the advisors are clear The site is ergonomic and membership is done quickly and without difficulty",avis_14_traduit.xlsx,très satisfait des services de zen up les prix sont compétitifs les conseillers sont clairs le site est ergonomique et l adhésion se fait rapidement et sans difficultés,très satisfait des services de zen up les prix sont compétitifs les conseillers sont clairs le site est ergonomique et l adhésion se fait rapidement et sans difficultés,"Très satisfait des services de ZEN'UP ! Les prix sont compétitifs, les conseillers sont clairs. Le site est ergonomique, et l'adhésion se fait rapidement et sans difficultés.",très satisfait des services de zen up les prix sont compétitifs les conseillers sont clairs le site est ergonomiques et adhésion se fait rapidement et sans difficultés,very satisfied with the services of zen up the prices are competitive the advisers are clear the site is ergonomic and membership is done quickly and without difficulties,very satisfied with zen up services the prices are competitive the advisors are clear the site is ergonomic and membership is done quickly and without difficulty
1,moktar-b-125392,"je suis satisfait ma voiture est bien assurée auprès de votre compagnie je suis en sécurité lors de mes déplacements 
je conseille vivement votre compagnie  ",Direct Assurance,auto,train,2021-07-29,2021-07-01,"I am satisfied my car is well insured with your company I am safe when I travel
I highly recommend your company",je suis satisfait ma voiture est bien assurée auprès de votre compagnie je suis en sécurité lors de mes déplacements je conseille vivement votre compagnie,I am satisfied my car is well insured with your company I am safe when traveling I highly recommend your company,avis_20_traduit.xlsx,je suis satisfait ma voiture est bien assurée auprès de votre compagnie je suis en sécurité lors de mes déplacements je conseille vivement votre compagnie,je suis satisfait ma voiture est bien assurée auprès de votre compagnie je suis en sécurité lors de mes déplacements je conseille vivement votre compagnie,je suis satisfait ma voiture est bien assurée auprès de votre compagnie je suis en sécurité lors de mes déplacements je conseille vivement votre compagnie,je suis satisfait ma voiture est bien assurée auprès de votre compagnie je suis en sécurité lors de mes déplacements je conseille vivement votre compagnie,i am satisfied my car is well insured with your company i am safe when i travel i highly recommend your company,i am satisfied my car is well insured with your company i am safe when traveling i highly recommend your company
4,djen-67157,"Bonne prestation, bonne prise en charge par les conseillers
Bonne prestation, bonne prise en charge par les conseillers
Bonne prestation, bonne prise en charge par les conseillers
Bonne prestation, bonne prise en charge par les conseillers",Néoliane Santé,sante,train,2018-09-28,2018-09-01,"Good service, good support by advisers
Good service, good support by advisers
Good service, good support by advisers
Good service, good support by advisers",Bonne prestation bonne prise en charge par les conseillers Bonne prestation bonne prise en charge par les conseillers Bonne prestation bonne prise en charge par les conseillers Bonne prestation bonne prise en charge par les conseillers,"Good service, good support by advisors Good service, good support by advisors Good service, good support by advisors Good service, good support by advisors",avis_24_traduit.xlsx,bonne prestation bonne prise en charge par les conseillers bonne prestation bonne prise en charge par les conseillers bonne prestation bonne prise en charge par les conseillers bonne prestation bonne prise en charge par les conseillers,bonne prestation bonne prise en charge par les conseillers bonne prestation bonne prise en charge par les conseillers bonne prestation bonne prise en charge par les conseillers bonne prestation bonne prise en charge par les conseillers,"Bonne prestation, bonne prise en charge par les conseillers Bonne prestation, bonne prise en charge par les conseillers Bonne prestation, bonne prise en charge par les conseillers Bonne prestation, bonne prise en charge par les conseillers",bonne prestation bonne prise en charge par les conseillers bonne prestation bonne prise en charge par les conseillers bonne prestation bonne prise en charge par les conseillers bonne prestation bonne prise en charge par les conseillers,good service good support by advisers good service good support by advisers good service good support by advisers good service good support by advisers,good service good support by advisors good service good support by advisors good service good support by advisors good service good support by advisors
5,chalmey-j-136851,Satisfait de la rapidité du site internet  .très bon rapport qualité prix les tarifs son très attractif je conseil à tout les futurs et nouveaux assurés ,L'olivier Assurance,auto,train,2021-10-10,2021-10-01,Satisfied with the speed of the website. Very good value for money The prices are very attractive I advise all future and new insured,Satisfait de la rapidité du site interne très bon rapport qualité prix les tarifs son très attractif je conseil à tout les futurs et nouveaux assurés,"Satisfied with the speed of the internal site, very good value for money, the prices are very attractive, I advise all future and new policyholders",avis_24_traduit.xlsx,satisfait de la rapidité du site internet très bon rapport qualité prix les tarifs son très attractif je conseil à tout les futurs et nouveaux assurés,satisfait de la rapidité du site internet très bon rapport qualité prix les tarifs son très attractif je conseil à tout les futurs et nouveaux assurés,Satisfait de la rapidité du site internet .très bon rapport qualité prix les tarifs son très attractif je conseil à tout les futurs et nouveaux assurés,satisfait de la rapidité du site interne très bon rapport qualité prix les tarifs son très attractif je conseil à tout les futurs et nouveaux assurés,satisfied with the speed of the website very good value for money the prices are very attractive i advise all future and new insured,satisfied with the speed of the internal site very good value for money the prices are very attractive i advise all future and new policyholders
5,corinne-b-139126,Je suis super satisfaite de vos services simple et pratique merci et le prix ressonable je conseillerai à des connaissance encore merci à vous super pratique,APRIL Moto,moto,train,2021-11-06,2021-11-01,I am super satisfied with your simple and practical services thank you and the re -proof price I will recommend to knowledge again thank you to you super practical,Je suis super satisfaite de vos services simple et pratique merci et le prix responsable je conseillerai à des connaissance encore merci à vous super pratique,I am super satisfied with your simple and practical services thank you and the responsible price I will recommend to acquaintances again thank you very practical,avis_13_traduit.xlsx,je suis super satisfaite de vos services simple et pratique merci et le prix ressonable je conseillerai à des connaissance encore merci à vous super pratique,je suis super satisfaite de vos services simple et pratique merci et le prix ressonable je conseillerai à des connaissance encore merci à vous super pratique,Je suis super satisfaite de vos services simple et pratique merci et le prix ressonable je conseillerai à des connaissance encore merci à vous super pratique,je suis super satisfaite de vos services simple et pratique merci et le prix responsable je conseillerai à des connaissance encore merci à vous super pratique,i am super satisfied with your simple and practical services thank you and the re proof price i will recommend to knowledge again thank you to you super practical,i am super satisfied with your simple and practical services thank you and the responsible price i will recommend to acquaintances again thank you very practical
3,salles--98840,"Cher et pas du tout de remboursement en cas de problème. Sur plusieurs dégâts, des diagnostics qui traînent et aucun remboursement. Vous êtes renvoyé à un gestionnaire au siège qui vous mène en bateau. En réalité, on est pas assuré. On paie pour rien. A fuir 
",AXA,habitation,train,2020-10-16,2020-10-01,"Expensive and not at all reimbursement in the event of a problem. On several damage, diagnoses that drag and no refund. You are returned to a manager at the headquarters who lead you by boat. In reality, we are not insured. We pay for nothing. To flee
",Cher et pas du tout de remboursement en cas de problème Sur plusieurs dégâts des diagnostics qui traînent et aucun remboursement Vous êtes renvoyé à un gestionnaire au siège qui vous mène en bateau En réalité on est pas assuré On paie pour rien A fuir,"Expensive and no reimbursement at all in the event of a problem On several damages, diagnostics that drag on and no reimbursement You are referred to a manager at headquarters who takes you for a ride In reality we are not insured We pay for nothing To flee",avis_2_traduit.xlsx,cher et pas du tout de remboursement en cas de problème sur plusieurs dégâts des diagnostics qui traînent et aucun remboursement vous êtes renvoyé à un gestionnaire au siège qui vous mène en bateau en réalité on est pas assuré on paie pour rien a fuir,cher et pas du tout de remboursement en cas de problème sur plusieurs dégâts des diagnostics qui traînent et aucun remboursement vous êtes renvoyé à un gestionnaire au siège qui vous mène en bateau en réalité on est pas assuré on paie pour rien a fuir,"Cher et pas du tout de remboursement en cas de problème. Sur plusieurs dégâts, des diagnostics qui traînent et aucun remboursement. Vous êtes renvoyé à un gestionnaire au siège qui vous mène en bateau. En réalité, on est pas assuré. On paie pour rien. A fuir",cher et pas du tout de remboursement en cas de problème sur plusieurs dégâts des diagnostics qui traînent et aucun remboursement vous êtes renvoyé à un gestionnaire au siège qui vous mène en bateau en réalité on est pas assuré on paie pour rien a fuir,expensive and not at all reimbursement in the event of a problem on several damage diagnoses that drag and no refund you are returned to a manager at the headquarters who lead you by boat in reality we are not insured we pay for nothing to flee,expensive and no reimbursement at all in the event of a problem on several damages diagnostics that drag on and no reimbursement you are referred to a manager at headquarters who takes you for a ride in reality we are not insured we pay for nothing to flee
5,sophie-f-132651,"JE SUIS SIMPLEMENT SATISFAITE, TOUJOURS AGREABLE, BONNE ECOUTE APRECIABLE. JE RECOMMANDE A 100%. LE PRIX RESTE TRES ABORDABLE ET LES CONSEILS DES AGENTS SONT TRES BIEN",GMF,auto,train,2021-09-13,2021-09-01,"I am simply satisfied, always pleasant, good listening apreciable. I recommend 100%. The price remains very affordable and the advice of the agents are very good",JE SUIS SIMPLEMENT satisfaite TOUJOURS agréable BONNE écoute APRECIABLE. JE RECOMMANDE A 100%. LE PRIX RESTE très ABORDABLE ET LES CONSEILS DES AGENTS SONT très BIEN,I AM SIMPLY satisfied ALWAYS pleasant GOOD listening APPRECIABLE. I RECOMMEND 100%. THE PRICE REMAINS VERY AFFORDABLE AND THE AGENTS’ ADVICE IS VERY GOOD,avis_24_traduit.xlsx,je suis simplement satisfaite toujours agreable bonne ecoute apreciable je recommande a 100 le prix reste tres abordable et les conseils des agents sont tres bien,je suis simplement satisfaite toujours agreable bonne ecoute apreciable je recommande a 100 le prix reste tres abordable et les conseils des agents sont tres bien,"JE SUIS SIMPLEMENT SATISFAITE, TOUJOURS AGREABLE, BONNE ECOUTE APRECIABLE. JE RECOMMANDE A 100%. LE PRIX RESTE TRES ABORDABLE ET LES CONSEILS DES AGENTS SONT TRES BIEN",je suis simplement satisfaite toujours agréable bonne écoute apreciable je recommande a 100 le prix reste très abordable et les conseils des agents sont très bien,i am simply satisfied always pleasant good listening apreciable i recommend 100 the price remains very affordable and the advice of the agents are very good,i am simply satisfied always pleasant good listening appreciable i recommend 100 the price remains very affordable and the agents advice is very good
5,bmgrillon-23958,Dossier traité très rapidement feuilles de soins envoyées par internet le 15 et 16 février traitées le 18 février et ordre de virement donné,Eca Assurances,animaux,train,2020-02-18,2020-02-01,File treated very quickly care sheets sent by internet on February 15 and 16 treated on February 18 and order of transfer given,Dossier traité très rapidement feuilles de soins envoyées par interne le 15 et 16 février traitées le 18 février et ordre de virement donné,File processed very quickly care sheets sent internally on February 15 and 16 processed on February 18 and transfer order given,avis_21_traduit.xlsx,dossier traité très rapidement feuilles de soins envoyées par internet le 15 et 16 février traitées le 18 février et ordre de virement donné,dossier traité très rapidement feuilles de soins envoyées par internet le 15 et 16 février traitées le 18 février et ordre de virement donné,Dossier traité très rapidement feuilles de soins envoyées par internet le 15 et 16 février traitées le 18 février et ordre de virement donné,dossier traité très rapidement feuilles de soins envoyées par interne le 15 et 16 février traitées le 18 février et ordre de virement donné,file treated very quickly care sheets sent by internet on february 15 and 16 treated on february 18 and order of transfer given,file processed very quickly care sheets sent internally on february 15 and 16 processed on february 18 and transfer order given
3,pierre-m-139108,"Malgré être déjà client
Trop d'informations son demandé 
Et surtout les 2 mois à payer en avance 
Et en plus vous demandez 150 caractères ce qui m'oblige à écrire ",APRIL Moto,moto,train,2021-11-06,2021-11-01,"Despite being already a customer
Too much information is requested
And especially the 2 months to pay in advance
And in addition you ask 150 characters which forces me to write",Malgré être déjà client Trop informations son demandé Et surtout les 2 mois à payer en avance Et en plus vous demandez 150 caractères ce qui oblige à écrire,Despite already being a customer Too much information is requested And especially the 2 months to pay in advance And in addition you ask for 150 characters which requires you to write,avis_1_traduit.xlsx,malgré être déjà client trop d informations son demandé et surtout les 2 mois à payer en avance et en plus vous demandez 150 caractères ce qui m oblige à écrire,malgré être déjà client trop d informations son demandé et surtout les 2 mois à payer en avance et en plus vous demandez 150 caractères ce qui m oblige à écrire,Malgré être déjà client Trop d'informations son demandé Et surtout les 2 mois à payer en avance Et en plus vous demandez 150 caractères ce qui m'oblige à écrire,malgré être déjà client trop informations son demandé et surtout les 2 mois à payer en avance et en plus vous demandez 150 caractères ce qui oblige à écrire,despite being already a customer too much information is requested and especially the 2 months to pay in advance and in addition you ask 150 characters which forces me to write,despite already being a customer too much information is requested and especially the 2 months to pay in advance and in addition you ask for 150 characters which requires you to write
3,charlotte-52801,"Je suis chez April International via mon contrat de VIE. Cela fait deux mois que j'attends un remboursement de plus de 600 euros (montant récemment monte a plus de 1000 €; April ne bouge pas le petit doigt pour m'aider, une réponse a un mail sur deux, en disant simplement qu'ils relancent le siege, et des mensonges puisqu'ils me disent que les originaux ne leur sont pas parvenus alors que j'envoie le tout par courrier suivi et en express, et que certaines factures comprises dans le courrier (les moins cheres) ont été traitées.",APRIL,sante,train,2017-02-27,2017-02-01,"I am at April International via my life contract. I've been waiting for a refund of more than 600 euros for two months (recently amounts to more than € 1,000; April does not move my little finger to help me, an answer to one in two, simply saying that They relaunch the seat, and lies since they tell me that the originals have not reached them while I send everything by post followed and in express, and that certain invoices included in the mail (the cheapest) have been Treaty.","Je suis chez avril International via mon contrat de vie Cela fait deux mois que attends un remboursement de plus de 600 euros montant récemment monte a plus de 1000 de avril ne bouge pas le petit doigt pour m'aider, une réponse a un mais sur deux en disant simplement quels relancent le siège et des mensonges puisqu'ils me disent que les originaux ne leur sont pas parvenus alors que envoie le tout par courrier suivi et en express et que certaines factures comprises dans le courrier les moins chers ont été traitées","I am with April International via my life contract It has been two months waiting for a reimbursement of more than 600 euros amount recently increased to more than 1000 from April does not move a finger to help me, a response to one but out of two simply saying which relaunches the headquarters and lies since they tell me that the originals did not reach them while sending everything by tracked mail and express and that certain invoices included in the cheapest mail have been processed",avis_19_traduit.xlsx,je suis chez april international via mon contrat de vie cela fait deux mois que j attends un remboursement de plus de 600 euros montant récemment monte a plus de 1000 april ne bouge pas le petit doigt pour m aider une réponse a un mail sur deux en disant simplement qu ils relancent le siege et des mensonges puisqu ils me disent que les originaux ne leur sont pas parvenus alors que j envoie le tout par courrier suivi et en express et que certaines factures comprises dans le courrier les moins cheres ont été traitées,je suis chez april international via mon contrat de vie cela fait deux mois que j attends un remboursement de plus de 600 euros montant récemment monte a plus de 1000 april ne bouge pas le petit doigt pour m aider une réponse a un mail sur deux en disant simplement qu ils relancent le siege et des mensonges puisqu ils me disent que les originaux ne leur sont pas parvenus alors que j envoie le tout par courrier suivi et en express et que certaines factures comprises dans le courrier les moins cheres ont été traitées,"Je suis chez April International via mon contrat de VIE. Cela fait deux mois que j'attends un remboursement de plus de 600 euros (montant récemment monte a plus de 1000 €; April ne bouge pas le petit doigt pour m'aider, une réponse a un mail sur deux, en disant simplement qu'ils relancent le siege, et des mensonges puisqu'ils me disent que les originaux ne leur sont pas parvenus alors que j'envoie le tout par courrier suivi et en express, et que certaines factures comprises dans le courrier (les moins cheres) ont été traitées.",je suis chez avril international via mon contrat de vie cela fait deux mois que attends un remboursement de plus de 600 euros montant récemment monte a plus de 1000 de avril ne bouge pas le petit doigt pour m aider une réponse a un mais sur deux en disant simplement quels relancent le siège et des mensonges puisqu ils me disent que les originaux ne leur sont pas parvenus alors que envoie le tout par courrier suivi et en express et que certaines factures comprises dans le courrier les moins chers ont été traitées,i am at april international via my life contract i ve been waiting for a refund of more than 600 euros for two months recently amounts to more than 1 000 april does not move my little finger to help me an answer to one in two simply saying that they relaunch the seat and lies since they tell me that the originals have not reached them while i send everything by post followed and in express and that certain invoices included in the mail the cheapest have been treaty,i am with april international via my life contract it has been two months waiting for a reimbursement of more than 600 euros amount recently increased to more than 1000 from april does not move a finger to help me a response to one but out of two simply saying which relaunches the headquarters and lies since they tell me that the originals did not reach them while sending everything by tracked mail and express and that certain invoices included in the cheapest mail have been processed
